date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-09-08 01:00:00,"59,83","7,56",3690,"551,752","417,263","9,08007","1,70389","300,366","303,327","298,854","304,2740856923","304,4775061144","350,869","313,828","383,082","459,2763333333","402,345","424,904","342,651","411,263","326,854","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3769,3","550,646","417,289","9,08101","1,70405","300,78","298,263","301,101","304,2751005617","304,4777028754","361,908","320,8705","393,229","452,857","396,923","333,316","350,874","481,672","341,788","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3694,52","551,685","417,315","9,08196","1,70421","299,98","297,949","301,245","304,2761154312","304,4778996364","337,559","327,913","419,287","495,173","395,048","274,105","343,633","505,575","399,689","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3599,4","544,325","417,341","9,0829","1,70406","300,133","308,034","300,833","304,2771303007","304,4780963975","346,665","260,373","433,1","467,557","391,413","282,412","351,907","451,768","395,066","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3592,77","552,992","417,367","9,08384","1,70388","300,146","298,195","301,837","304,2781451702","304,4782931585","361,622","311,696","405,259","469,309","395,227","323,913","347,329","272,944","367,051","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3626,09","550,724","417,393","9,08478","1,7037","299,528","300,398","300,048","304,2791600397","304,4784899196","349,759","317,4706","377,081","440,304","403,595","382,305","346,475","184,256","329,522","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56",,"546,529","417,419","9,08573","1,70353","300,312","301,823","298,278","304,2801749091","304,4786866806","336,764","323,2452","374,427","434,148","388,939","414,154","354,192","212,844","320,981","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3437,95","560,575","417,445","9,08667","1,70335","299,542","302,11","298,169","304,2811897786","304,4788834417","351,417","329,0198","383,753","374,991","399,575","389,64","354,703","267,586","312,81","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3379,96","560,385","417,471","9,08761","1,70317","299,282","297,413","298,783","304,2822046481","304,4790802027","367,395","334,7944","414,703","315,834","399,844","379,879","344,434","398,987","315,381","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3427,78","555,736","417,497","9,08855","1,703","299,884","305,085","298,828","304,2832195176","304,4792769638","346,493","340,569","408,481","456,786","409,395","309,517","346,263","488,948","359,985","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3511,44","555,42","417,523","9,0895","1,70282","299,516","298,861","301,499","304,284234387","304,4794737248","338,192","296,344","409,77","474,058","408,041","295,923","346,441",,"385,238","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3582,7","561,125","417,549","9,09044","1,70264","299,487","298,594","301,685","304,2852492565","304,4796704858","352,914","247,136","406,157","479,943","415,466","346,797","347,471","480,64","378,014","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3610,38","559,243","417,575","9,09138","1,70247","299,693","300,045","301,479","304,286264126","304,4798672469","369,167","303,825","411,506","467,615","405,914","366,809","348,572",,"361,426","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3565,95","541,484","417,601",,"1,70229","300,729","303,212","301,669","304,2872789955","304,4800640079","349,394","313,37","395,609","362,937","397,173","398,124","350,694",,"341,823","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3545,01","549,827","417,627","9,09326","1,70211","299,578","303,647","300,049","304,288293865","304,480260769","339,845","327,1586666667","386,925","354,4835","409,135","407,304","338,534","270,21","340,949","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3553,33","556,221","417,653","9,09421","1,70194","300,101","296,91","298,29","304,2893087344","304,48045753","352,558","340,9473333333","389,639","346,03","397,497","375,438","345,322","378,216","335,334","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56",3589,"548,121","417,679","9,09515","1,70176","299,533","308,884","298,373","304,2903236039","304,4806542911","366,422","354,736","397,798","496,012","405,608","286,167","351,529","457,804","355,456","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3664,95","549,756","417,705","9,09598","1,70158","299,283","292,65","297,98","304,2913384734","304,4808510521","348,992",,"409,094","476,303","392,232","262,977","351,949","507,962","439,601","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3742,65","549,927","417,731",,"1,70141","299,88","299,325","300,605","304,2923533429","304,4810478132","344,339","266,386","407,573","463,549","400,205","306,756","349,901","471,236","389,9","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3634,53","562,406","417,757","9,09763","1,70123","299,314","304,623","303,46","304,2933682124","304,4812445742","361,04","282,254","419,025","465,386","393,365","350,452","347,187","284,999","346,196","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3754,1","550,887","417,783","9,09846","1,70105","299,88","296,004","303,662","304,2943830818","304,4814413352","363,961","322,839","399,927","279,412","402,312","380,355","346,481","197,745","326,287","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3772,69","547,096","417,809","9,09928","1,70088","299,519","304,282","298,158","304,2953979513","304,4816380963","337,995","314,7008","373,78","362,2625","408,55","403,44","347,463",,"302,975","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3715,47","550,271","417,835","9,10011","1,7007","299,487","298,663","298,341","304,2964128208","304,4818348573","347,985","306,5626","382,539","445,113","409,48","368,489","354,183","268,48","294,096","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3613,28","552,801","417,861","9,10093","1,70052","299,487","295,317","297,981","304,2974276903","304,4820316184","356,464","298,4244","385,694","465,957","402,014","296,08","355,725","406,214","323,209","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3613,56","542,857","417,887",,"1,70035","298,88","297,32","298,961","304,2984425598","304,4822283794","364,343","290,2862","397,404","459,324","413,853","309,339","356,82","517,301","361,121","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3635,19","541,992","417,913","9,10258","1,70017","299,234","300,556","301,282","304,2994574292","304,4824251405","335,515","282,148","419,207","478,161","396,96","339,824","356,397","474,643","340,699","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3677,63","523,953","417,939","9,1034","1,69999","299,268","303,444","302,277","304,3004722987","304,4826219015","330,873","246,572","418,137","441,558","396,986","365,999","352,286",442,"322,982","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3842,19","528,65","417,965","9,10423","1,69982","300,078","304,877","302,141","304,3014871682","304,4828186626","364,717","192,314","423,906","348,7965","394,125","372,65","347,887","232,1","332,865","66,15",
2017-09-08 01:00:00,"59,83","7,56","4060,06","461,091","417,991","9,10505","1,69964","300,146","299,714","299,086","304,3025020377","304,4830154236","353,221","226,151","403,651","256,035","399,344","421,662","351,097","190,752","337,374","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","4011,18","551,574","418,017","9,10588","1,69946","299,341","299,872","297,216","304,3035169071","304,4832121846","335,684","293,0495","387,667","479,13","398,323","335,528","351,903","231,873","346,276","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3958,83","546,822","418,08225","9,1067","1,69929","299,672","297,702","297,07","304,3045317766","304,4834089457","331,98","359,948","389,141","496,874","399,678","331,658","347,894",,"405,451","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3940,82","545,093","418,1475","9,10753","1,69911","298,898","294,679","301,518","304,3055466461","304,4836057067","361,304","351,84325","376,946","418,045","387,893","364,378","361,733","505,633","367,863","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3875,46","539,988","418,21275","9,10835","1,69891","299,233","300,096","302,713","304,3065615156","304,4838024678","354,363","343,7385","389,224","469,073","391,327","363,592","351,813","485,359","356,035","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3933,92","546,85","418,278","9,10917","1,69871","299,47","293,309","300,964","304,3075763851","304,4839992288","341,008","335,63375","416,164","433,44","391,714","372,265","344,767","448,766","335,536","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3976,96","535,226","417,799","9,11","1,69851","299,287","296,688","297,596","304,3085912545","304,4841959899","347,941","327,529","414,296","367,0245","399,103","375,9","338,707","223,886","349,43","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","4027,27","543,018","417,50575","9,11082","1,69831","300,477","305,74","297,693","304,309606124","304,4843927509","364,835","282,933","416,659","300,609","393,371","361,118","350,814","223,297","359,525","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3963,08","540,461","417,2125","9,11165","1,6981","299,376","299,458","299,343","304,3106209935","304,484589512","341,068","271,625","392,553","461,185","404,682","304,895","351,444","289,417","376,508","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3990,13","531,762","416,91925","9,11247","1,6979","299,872","304,472","301,906","304,311635863","304,484786273","333,174","340,666","372,475","495,386","405,742","313,617","357,462","489,873","369,349","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3972,43","533,803","416,626","9,1133","1,6977","299,323","293,298","302,325","304,3126507325","304,484983034","367,309","343,3196","385,084","459,922","407,721","364,615","354,979",,"356,436","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3919,61","534,614","413,613",,"1,6975","299,668","298,844","299,741","304,3136656019","304,4851797951","370,859","345,9732","398,235","488,525","408,392","368,429","341,653",,"335,723","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3849,59","534,668","413,379",,"1,6973","299,707","299,487","299,487","304,3146804714","304,4853765561","370,898","348,6268","399,39","491,641","408,44","368,359","340,383","457,568","333,813","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3822,7","545,289","415,957","9,11577","1,69709","298,902","300,292","298,481","304,3156953409","304,4855733172","351,983","351,2804","409,015","440,805","417,829","378,018","347,949","217,009","325,728","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3927,99","547,939","418,535","9,1166","1,69689","299,431","299,964","298,188","304,3167102104","304,4857700782","335,574","353,934","407,611","333,599","414,25","362,473","338,066",,"328,518","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3992,08","553,118","417,1553333333","9,11742","1,69669","299,688","301,333","298,37","304,3177250799","304,4859668393","354,496","259,089","392,753","226,393","408,409","423,8","354,705","265,969","344,992","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3954,88","559,148","415,7756666667","9,11825","1,69649","298,906","303,266","298,789","304,3187399493","304,4861636003","366,003","246,544","398,22","461,127","413,306","331,487","356,857","413,953","376,658","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3873,26","539,064","414,396","9,11907","1,69629","299,23","292,403","301,036","304,3197548188","304,4863603614","346,069","346,049","397,975","454,688","405,457","297,254","347,347","503,601","420,434","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3839,84","535,994","414,4053777778",,"1,69608","299,268","301,799","301,446","304,3207696883","304,4865571224","327,627","350,636","396,059","468,038","404,17","326,335","344,428","489,789","386,485","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3837,89","540,34","414,4147555556",,"1,69588","298,867","297,775","301,465","304,3217845578","304,4867538834","344,303","355,223","401,818","481,944","407,567","369,182","358,298","414,798","342,176","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3837,89","550,765","414,4241333333","9,12703","1,69568","299,827","299,688","301,665","304,3227994273","304,4869506445","366,656","359,81","416,961","472,325","399,557","355,281","349,64","208,02","319,657","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3826,18","534,503","414,4335111111","9,12974","1,69548","300,528","294,917","301,685","304,3238142967","304,4871474055","355,476","306,594","417,495","466,085","386,919","359,928","355,174","204,013","319,322","66,15",
2017-09-08 01:00:00,"59,83","7,56","3832,02","547,324","414,4428888889","9,13245","1,69528","299,583","299,047","297,472","304,3248291662","304,4873441666","331,933","271,892","417,407","321,318","391,69","375,168","357,313","263,829","327,024","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3867,12","558,161","414,4522666667","9,13516","1,69507","299,287","299,888","296,67","304,3258440357","304,4875409276","354,036","319,801","403,726","327,2755","406,02","399,699","351,936","374,518","338,805","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3797,09","548,52","414,4616444444","9,13787","1,69487","299,468","295,124","300,834","304,3268589052","304,4877376887","352,994","319,52","380,967","333,233","397,041","385,231","351,9","462,298","357,472","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3724,85","540,33","414,4710222222","9,14058","1,69467","299,884","299,805","301,245","304,3278737746","304,4879344497","342,754","319,239","378,87","458,652","395,544","284,262","351,949","478,475","378,101","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3759,6","529,596","414,4804","9,14329","1,69447","299,529","302,556","302,042","304,3288886441","304,4881312108","342,869","318,958","377,963","469,091","396,957","287,241","362,43","500,724","445,154","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3730,58","555,132","414,4897777778","9,146","1,69427","299,487","299,997","302,124","304,3299035136","304,4883279718","361,125","318,677","393,3","485,934","396,62","321,261","349,531","277,942","395,85","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3687,71","529,146","414,4991555556",,"1,69407","301,078","296,924","298,148","304,3309183831","304,4885247328","363,585","275,788","401,678","451,803","401,94","354,297","355,07","208,208","340,171","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3759,36","538,801","414,5085333333","9,15141","1,69386","300,65","297,623","296,936","304,3319332526","304,4887214939","340,827","295,876","408,268","397,386","391,785","372,238","356,799","225,05","299,538","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3802,46","542,364","414,5179111111","9,15412","1,69366","300,388","297,135","296,652","304,332948122","304,4889182549","351,466",,"408,899","390,393","401,346","375,591","356,409","286,516","304,705","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3717,36","547,555","414,5272888889","9,15683","1,69346","300,564","300,042","301,187","304,3339629915","304,489115016","359,022","320,2765","406,192","383,4","395,208","400,785","355,362","390,864","308,161","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3681,92","544,249","414,5366666667","9,15954","1,69326","300,388","298,586","302,278","304,334977861","304,489311777","354,944","332,47675","395,517","401,633","397,813","302,566","363,189","488,303","331,287","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3693,26","546,025","414,5460444444","9,16225","1,69299","300,366","300,964","302,146","304,3359927305","304,4895085381","342,334","344,677","384,004","479,608","388,945","315,709","360,093",,"388,041","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3602,28","545,164","414,5554222222","9,16496","1,69271","300,564","295,7","299,55","304,3370076","304,4897052991","349,531","283,527","378,814","479,564","395,717","365,183","363,631","470,518","366,605","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3671,33","555,49","414,5648","9,16767","1,69243","299,992","301,426","298,674","304,3380224694","304,4899020602","357,985","277,932","389,189","254,629","394,626","373,127","361,09","257,722","345,219","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3772,42","557,739","414,5741777778",,"1,69215","300,322","296,982","299,004","304,3390373389","304,4900988212","338,641","355,282","396,237","354,295","400,725","376,25","365,223","204,419","331,274","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3781,17","540,294","414,5835555556","9,17309","1,69188","299,576","297,399","301,815","304,3400522084","304,4902955822","335,808","343,6243333333","418,045","453,961","404,338","315,779","353,829","225,745","332,929","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3701,96","554,789","414,5929333333","9,1758","1,6916","300,672","302,645","303,112","304,3410670779","304,4904923433","364,973","331,9666666667","417,261","492,824","397,388","280,895","370,323","354,861","357,067","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3718,57","559,929","414,6023111111","9,1785","1,69132","300,806","306,182","300,658","304,3420819474","304,4906891043","346,557","320,309","414,21","464,857","400,93","304,393","365,404","483,243","361,233","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3647,31","547,698","414,6116888889","9,18121","1,69104","301,003","300,008","298,985","304,3430968168","304,4908858654","335,806","319,486","377,503","468,233","398,035","334,78","361,155","493,698","340,098","66,15",
2017-09-08 01:00:00,"59,83","7,56","3623,33","555,561","414,6210666667","9,18392","1,69077","301,222","299,661","299,025","304,3441116863","304,4910826264","362,228",,"372,019","445,015","391,848","380,939","353,359","449,253","334,215","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3611,46","549,53","414,6304444444","9,18663","1,69049","300,261","297,344","298,457","304,3451265558","304,4912793875","352,016","287,3295","378,59","421,797","396,009","402,389","359,903","256,426","330,847","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3570,8","553,626","414,6398222222","9,18934","1,69021","300,54","300,612","298,782","304,3461414253","304,4914761485","344,757","285,009","402,678","398,579","398,986","330,832","348,923","245,198","326,056","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3639,69","553,106","414,6492",,"1,68993","299,996","293,156","298,828","304,3471562947","304,4916729096","339,567","282,6885","419,287","486,041","400,234","286,243","347,543","338,689","375,925","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3627,14","546,435","414,6585777778","9,19476","1,68965","300,319","302,836","302,362","304,3481711642","304,4918696706","357,883","280,368","421,805","489,171","404,685","273,656","355,416","470,56","377,873","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3619,25","553,293","414,6679555556",,"1,68938","300,17","300,762","302,39","304,3491860337","304,4920664316","369,953","278,0475","408,49","488,302","402,791","312,812","355,863","480,004","362,112","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3607,59","558,019","414,6773333333","9,19891","1,6891","299,95","299,777","303,129","304,3502009032","304,4922631927","343,617","275,727","414,056","475,077","403,952","362,627","345,957","246,588","341,06","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3595,89","555,746","414,6867111111","9,20021","1,68882","300,712","303,436","298,905","304,3512157727","304,4924599537",,"201,954","385,846","442,148","406,533","412,282","350,693","201,474","328,429","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56",,"549,425","414,6960888889","9,2015","1,68854","300,413","304,078","298,389","304,3522306421","304,4926567148","364,269","275,065","372,988","351,064","405,858","425,601","351,89",,"325,714","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3458,92","542,712","414,7054666667","9,2028","1,68827","300,366","297,039","299,173","304,3532455116","304,4928534758","354,144","285,0405","375,438","259,98","408,151","416,099","345,064","311,432","336,375","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3460,87","544,714","414,7148444444","9,2041","1,68799","300,366","299,131","300,64","304,3542603811","304,4930502369","342,273","295,016","395,956","439,659","401,702","315,887","358,977","472,603","373,604","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3531,99","543,41","414,7242222222","9,20539","1,68771","299,582","304,782","300,806","304,3552752506","304,4932469979","361,607","304,9915","412,236","488,676","406,183","288,217","347,98","503,168","462,657","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3575,42","532,321","414,7336","9,20669","1,68743","300,664","303,459","301,198","304,3562901201","304,493443759","349,859","314,967","417,476","504,842","397,674","295,042","343,493","512,109","411,316","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3643,28","545,696","414,7429777778","9,20798","1,68716","300,022","304,006","301,245","304,3573049895","304,49364052","338,111","257,913","414,338","458,905","404,266","365,042","337,736","435,628","336,501","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3677,11","549,654","414,7523555556","9,20928","1,68688","299,732","305,077","301,05","304,358319859","304,493837281",,"294,547","411,237","299,686","406,161","406,398","327,294","210,812","316,044","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3668,16","528,763","414,7617333333","9,21058","1,6866","300,684","294,456","299,072","304,3593347285","304,4940340421","362,405","323,956","382,422","338,6705","401,005","407,421","326,063","201,127","306,653","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3685,2","541,332","414,7711111111","9,21187","1,68632","300,806","304,652","297,655","304,360349598","304,4942308031","359,932","325,792","382,433","377,655","399,867","404,945","334,395","241,18","302,237","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3721,88","555,164","414,7804888889","9,21317","1,68604","299,828","307,057","297,119","304,3613644675","304,4944275642","337,765",,"394,455","430,747","404,609","318,117","326,602","362,509","323,911","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3806,75","539,809","414,7898666667","9,21446","1,68577","300,098","301,9","296,875","304,3623793369","304,4946243252","341,729","329,464","401,229","476,632","401,363","329,313","333,351","519,905","414,498","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3724,54","536,634","414,7992444444","9,21576","1,68549","300,146","295,774","300,758","304,3633942064","304,4948210863",,"331,3","422,364","498,633","398,487","340,02","336,283","503,293","382,229","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3751,29","545,173","414,8086222222","9,21705","1,68521","299,366","298,02","301,636","304,3644090759","304,4950178473","356,642","333,136","423,581","486,617","404,898","354,546","334,081","465,684","336,666","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3835,9","532,173","414,818","9,21835","1,68532","299,463","296,633","302,075","304,3654239454","304,4952146084","336,69","249,416","403,858","462,099","397,597","385,735","337,197","276,48","321,807","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3862,69","513,065","414,8320194175","9,21965","1,68547","299,682","309,084","300,759","304,3664388148","304,4954113694","348,437","215,96","392,51","437,581","396,57","404,358","329,809","221,341","320,571","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3857,56","501,127","414,846038835","9,22094","1,68562","299,512","303,098","296,886","304,3674536843","304,4956081304","355,308","238,7134","386,946","413,063","397,048","352,932","333,698","254,036","328,885","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3906,97","516,106","414,8600582524","9,22224","1,68577","299,098","299,982","301,474","304,3684685538","304,4958048915","341,742","261,4668","386,377","492,021","400,935","300,397","338,229","330,221","351,956","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3915,82","507,912","414,8740776699","9,22353","1,68592","298,853","304,575","302,708","304,3694834233","304,4960016525","333,686","284,2202","387,264","493,791","401,426","317,03","343,123","449,073","379,715","66,15","1,66"
2017-09-08 01:00:00,"59,83","7,56","3925,54","516,867","414,8880970874","9,22483","1,68607","299,217","303,059","299,279","304,3704982928","304,4961984136","356,249","306,9736","394,03","492,336","400,948","337,92","341,735","498,898","359,453","66,15","1,66"
